Date,Close,High,Low,Open,Volume,Target
2015-02-20,28.822376251220703,28.822376251220703,28.49965534307122,28.626516545928553,195793600,1
2015-02-23,29.601367950439453,29.601367950439453,28.85799606659719,28.938120205915986,283896400,0
2015-02-24,29.4166259765625,29.73489796822131,29.19405938517191,29.588003202840323,276912400,0
2015-02-25,28.66435432434082,29.28976939734613,28.52191181926601,29.280864830474275,298846800,1
2015-02-26,29.027128219604492,29.12728248504265,28.179150231547638,28.66434366665051,365150000,0
2015-02-27,28.590911865234375,29.060527608136557,28.54194693309501,28.93366299411255,248059200,1
2015-03-02,28.731121063232422,28.995975855853946,28.555294946670976,28.76673253365645,192386800,1
2015-03-03,28.791217803955078,28.826829277853392,28.50855724854495,28.702192515306365,151265200,0
2015-03-04,28.60870933532715,28.835728218754888,28.55974780762392,28.733349484334305,126665200,0
2015-03-05,28.13465118408203,28.6554563326568,27.98998252123944,28.617620409496848,226068400,1
2015-03-06,28.17693328857422,28.7934420686846,28.101261454083147,28.577552179150562,291368400,1
2015-03-09,28.2971134185791,28.837951946679503,27.834174547989498,28.47961793705506,354114000,0
2015-03-10,27.711772918701172,28.314928311443243,27.553750807514756,28.13464987578879,275426400,0
2015-03-11,27.206539154052734,27.769632348191667,27.1776061090033,27.765181763587254,275756000,1
2015-03-12,27.69841194152832,27.798567927648104,27.070774214428088,27.222119566256076,193450800,0
2015-03-13,27.50700569152832,27.909852398243732,27.282214644751413,27.687285794905343,207309200,1
2015-03-16,27.809696197509766,27.809696197509766,27.346758956585212,27.571550001661393,143497200,1
2015-03-17,28.274858474731445,28.3371768453286,27.96549106494682,28.021132709844032,204092400,1
2015-03-18,28.59313201904297,28.74670351988461,28.125742488103533,28.26595883797083,261083600,0
2015-03-19,28.377235412597656,28.766726879045077,28.354979096981697,28.65544360291724,183238000,0
2015-03-20,28.021141052246094,28.57755596882475,27.85644220977003,28.544172330386107,274780400,1
2015-03-23,28.31269073486328,28.455133191588597,28.15911927137429,28.2926605603463,150838800,0
2015-03-24,28.196962356567383,28.497425221015355,28.168027612576598,28.317148521175586,131369200,0
2015-03-25,27.46027183532715,28.225901631550762,27.46027183532715,28.163583243123025,206620800,1
2015-03-26,27.651681900024414,27.794124429347164,27.286672706378756,27.32228418773389,190291600,0
2015-03-27,27.431331634521484,27.754052503943598,27.35565981059288,27.725119459155888,158184800,1
2015-03-30,28.125741958618164,28.13241868495542,27.598258503345505,27.60938751260654,188398800,0
2015-03-31,27.6939640045166,28.152450688573246,27.67838440937046,28.06342370286021,168362400,0
2015-04-01,27.653898239135742,27.847531779753435,27.3979463262866,27.780761124906427,162485600,1
2015-04-02,27.892047882080078,27.945463393763433,27.640548220607812,27.8275033605238,128880400,1
2015-04-06,28.343860626220703,28.379472102882282,27.671710135695783,27.702869328750328,148776000,0
2015-04-07,28.04561996459961,28.515233965620876,28.038943237758097,28.4084029400596,140049200,0
2015-04-08,27.954364776611328,28.13241873682573,27.81414842912516,28.010006426922278,149316800,1
2015-04-09,28.16802978515625,28.172482068289785,27.745154582088954,28.010007694885584,129936000,1
2015-04-10,28.28821563720703,28.312698100017467,27.878693892102373,28.032263697492386,160752000,0
2015-04-13,28.23257827758789,28.615394872642348,28.179162758811124,28.570878827239042,145460400,0
2015-04-14,28.110157012939453,28.33049743036313,28.023356190983215,28.26595292464345,102098400,1
2015-04-15,28.21699333190918,28.294891302452985,28.045617796712808,28.1346447764979,115881600,0
2015-04-16,28.081228256225586,28.288215267615023,28.067874803248348,28.105710718716157,113476000,0
2015-04-17,27.76518440246582,28.074551852348815,27.70063988225339,27.943238368434486,207828000,1
2015-04-20,28.399499893188477,28.515233786494267,27.8586629477924,27.947689933899905,188217200,0
2015-04-21,28.245929718017578,28.533039154983896,28.192512508213536,28.510784531304967,129740400,1
2015-04-22,28.62651824951172,28.682159905817624,28.114616030326534,28.263735261694702,150618000,1
2015-04-23,28.86021614074707,29.02714112271059,28.519689449229297,28.555300927111567,183083600,1
2015-04-24,28.995975494384766,29.073875160454126,28.762279892273376,29.04271597324572,178103600,1
2015-04-27,29.523462295532227,29.630296723789787,29.189612348446236,29.44779045592275,387816800,0
2015-04-28,29.058298110961914,29.944112330430492,28.837959324998785,29.92630998893822,475696000,0
2015-04-29,28.630971908569336,29.28754280530617,28.555300067420788,28.96927414607103,253544400,0
2015-04-30,27.85420799255371,28.630964885927803,27.727345109119845,28.630964885927803,332781600,1
2015-05-01,28.699954986572266,28.962585272787464,27.88758846459079,28.065640679826636,234050400,0
2015-05-04,28.644315719604492,29.060517497992652,28.546385889395516,28.82236964761207,203953200,0
2015-05-05,27.998876571655273,28.588676652922196,27.99442428912783,28.52190599939661,197085600,0
2015-05-06,27.823057174682617,28.21032266720479,27.455821865440612,28.16803446065941,288564000,1
2015-05-07,27.995145797729492,28.17841268755224,27.718009170082315,27.885631387791218,175763600,1
2015-05-08,28.522592544555664,28.522592544555664,28.185112723632656,28.312505520185685,222201600,0
2015-05-11,28.2320499420166,28.50918485099784,28.077836963604977,28.471190892738576,168143200,0
2015-05-12,28.13147735595703,28.35720737088283,27.896805580079814,28.071132405524015,192640000,1
2015-05-13,28.162769317626953,28.42649502055542,28.131479971952515,28.194058663301394,138776800,1
2015-05-14,28.819841384887695,28.819841384887695,28.419784589174334,28.47565865289466,180814000,0
2015-05-15,28.779611587524414,28.940529152072564,28.654454239605176,28.846661141133136,152832000,1
2015-05-18,29.09698486328125,29.21543763361359,28.687986210700842,28.692457091736877,203531600,0
2015-05-19,29.070167541503906,29.251199012332037,28.9740623520041,29.2087341665263,178532800,0
2015-05-20,29.067922592163086,29.27353873903243,28.90700501456408,29.054513362410205,145819600,1
2015-05-21,29.365175247192383,29.418815580549495,29.01652160607739,29.070161939434502,158921600,1
2015-05-22,29.622201919555664,29.718307114290013,29.367416241127014,29.412118235115084,182384000,0
2015-05-26,28.96959114074707,29.704895923853893,28.85784298370326,29.63561261213203,282790400,1
2015-05-27,29.510448455810547,29.559617912141146,29.065693023932944,29.13050544712361,183332800,0
2015-05-28,29.45233726501465,29.49033122049038,29.300361443111733,29.470217375288346,122933200,0
2015-05-29,29.11709976196289,29.37859004232593,29.03217007063223,29.329420580006403,203538000,1
2015-06-01,29.175203323364258,29.36517652829473,29.065692327120992,29.11709551740421,128451200,0
2015-06-02,29.045583724975586,29.20203046948954,28.90254621423665,29.023232728495053,134670400,1
2015-06-03,29.081335067749023,29.264603655579336,29.032165612979068,29.20202496955987,123934000,0
2015-06-04,28.911483764648438,29.18414954478749,28.810911103842464,28.96065322731503,153800400,0
2015-06-05,28.752798080444336,28.98523614583699,28.68798565295545,28.942771302527778,142507200,0
2015-06-08,28.562820434570312,28.877950954532867,28.346028806818655,28.808664254815543,210699200,0
2015-06-09,28.477893829345703,28.62540218350224,28.075601573279236,28.31697624486264,224301600,1
2015-06-10,28.804201126098633,28.90700750324305,28.573998529628415,28.589643200734034,156349200,0
2015-06-11,28.7393798828125,29.094738076048987,28.714795160685842,28.8712418422728,141563600,0
2015-06-12,28.422021865844727,28.681278372282137,28.408612634526005,28.64998902911091,147544800,0
2015-06-15,28.366140365600586,28.437659089137366,28.095710138941495,28.18287352996629,175955600,1
2015-06-16,28.518125534057617,28.573999605129494,28.24322605926313,28.390732720219393,125976400,0
2015-06-17,28.451074600219727,28.580701135204325,28.325915535035048,28.544942620252378,131672400,1
2015-06-18,28.580703735351562,28.67680720416839,28.43319707690091,28.435432517145383,141628800,0
2015-06-19,28.294631958007812,28.567297723759552,28.249933378928493,28.542712993723477,218867600,1
2015-06-22,28.520366668701172,28.620939334654302,28.401913887201186,28.49354649538089,136157200,0
2015-06-23,28.39073371887207,28.520361977552458,28.357208934021436,28.49130807342398,121075600,1
2015-06-24,28.632110595703125,29.009819881307813,28.41084974026708,28.430963588424255,221123600,0
2015-06-25,28.49577522277832,28.87571821035886,28.49577522277832,28.79973029489926,127752400,0
2015-06-26,28.328147888183594,28.60528274314135,28.274509269030055,28.533764015889638,176267200,0
2015-06-29,27.831989288330078,28.26557258310105,27.820815498292976,28.039840880601187,196645600,1
2015-06-30,28.033140182495117,28.187353170768603,27.90574736331223,28.06442952719678,177482800,1
2015-07-01,28.294631958007812,28.37062158861245,28.158299075131943,28.361681531768287,120955200,0
2015-07-02,28.258874893188477,28.314748972490012,28.10913106475277,28.256639452576774,108844000,0
2015-07-06,28.160531997680664,28.211936893652904,27.903510928102136,27.923626480488263,112241600,0
2015-07-07,28.09125518798828,28.19406329855528,27.662140924356017,28.135953773402896,187787200,0
2015-07-08,27.393939971923828,27.856577220215424,27.387235356101556,27.820818700782862,243046400,0
2015-07-09,26.8351993560791,27.726949071884263,26.645227851428672,27.680015055804134,314380000,1
2015-07-10,27.552623748779297,27.68001657230233,27.089986473338655,27.25313952353413,245418000,1
2015-07-13,28.084545135498047,28.106894423880103,27.785059214725994,27.94374137892242,165762000,0
2015-07-14,28.0733699798584,28.243227642880512,27.945977158877167,28.169473455696266,127072400,1
2015-07-15,28.343801498413086,28.417555688730346,28.066666556024543,28.09795590249705,134596800,1
2015-07-16,28.721508026123047,28.73492066863965,28.462253207136044,28.54941662693819,144889600,1
2015-07-17,28.96959114074707,28.96959114074707,28.676811514937583,28.848904631664325,184658800,1
2015-07-20,29.51715660095215,29.718301897455508,29.210964365243733,29.271309318307836,235600800,0
2015-07-21,29.22214126586914,29.70712782831348,29.12603949367053,29.69148486063871,307025600,0
2015-07-22,27.9862003326416,28.048779009002466,27.264306704299237,27.264306704299237,461802400,0
2015-07-23,27.972789764404297,28.40413586369187,27.950438776653037,28.205224349720567,203998000,0
2015-07-24,27.82529067993164,28.102425627737915,27.691193234550635,28.008557586485367,168649200,0
2015-07-27,27.438636779785156,27.62637453642065,27.29336556595134,27.510155519184096,177822000,1
2015-07-28,27.574970245361328,27.693424705361824,27.38946962999341,27.574970245361328,134472400,0
2015-07-29,27.487808227539062,27.60179181286985,27.32689062592886,27.52356845240416,148046800,0
2015-07-30,27.3492431640625,27.393941742527627,27.201734785872933,27.338067666875485,134513200,0
2015-07-31,27.110092163085938,27.409576279363424,27.022928773713183,27.400636225948166,171540000,0
2015-08-03,26.470897674560547,27.393936617805483,26.26527981871911,27.154795686957268,279904000,0
2015-08-04,25.621618270874023,26.305516471968875,25.310958519060243,26.242937774501584,496554400,1
2015-08-05,25.79146957397461,26.247402163645372,25.053931210213424,25.24390269629094,397250400,1
2015-08-06,25.84759521484375,26.155171669995845,25.6208434576588,26.036182751048223,211612000,1
2015-08-07,25.935150146484375,26.099041656350053,25.706152857222204,25.724113899125694,154681600,1
2015-08-10,26.878089904785156,26.938706292793295,26.161909053278666,26.161909053278666,219806400,0
2015-08-11,25.479402542114258,26.5323452011804,25.443482166755924,26.449276656821382,388331200,1
2015-08-12,25.872289657592773,25.912701147702904,24.612800214163,25.263873460222026,404870000,0
2015-08-13,25.852088928222656,26.132723845565803,25.71513895153043,26.051900852342207,194143200,1
2015-08-14,26.033939361572266,26.112516794513375,25.596149583143525,25.66574649334,171718000,1
2015-08-17,26.303348541259766,26.41335694167236,25.93066457455252,26.05189905602863,163538800,0
2015-08-18,26.155174255371094,26.36621226099731,26.045165847545757,26.1394587685389,138242800,0
2015-08-19,25.820661544799805,26.15966733882922,25.746573505233172,26.06537440457706,193146000,0
2015-08-20,25.290815353393555,25.67247809939404,25.061816335505785,25.611861719870426,274006400,0
2015-08-21,23.74395751953125,25.122435977672446,23.719261511904985,24.792409069266427,513102000,0
2015-08-24,23.15125274658203,24.426457548398684,20.6547245534877,21.29906277303558,648825200,1
2015-08-25,23.290449142456055,24.945072987488714,23.236567725880718,24.945072987488714,414406400,1
2015-08-26,24.626264572143555,24.671165453275947,23.5845483715709,24.04254284026953,387098400,1
2015-08-27,25.3514347076416,25.423277175772572,24.700361376721208,25.196525402744562,338464400,1
2015-08-28,25.434505462646484,25.438994867917884,25.04161655630055,25.183055945955594,212657600,0
2015-08-31,25.31551742553711,25.712895751289132,25.144890900539856,25.151625865116365,224917200,0
2015-09-01,24.183998107910156,25.117950345600565,24.103175104002545,24.72955252785661,307383600,1
2015-09-02,25.221220016479492,25.221220016479492,24.500549767224054,24.74750986033989,247555200,0
2015-09-03,24.778940200805664,25.320003407227208,24.704852174762614,25.254895903691754,212935600,0
2015-09-04,24.531980514526367,24.79689993781752,24.361355722674787,24.464629163909024,199985200,1
2015-09-08,25.2144832611084,25.270610239581426,24.767712992063736,25.08875937744384,219374400,0
2015-09-09,24.72954559326172,25.598390072339676,24.644231494805116,25.54001925144335,340043200,1
2015-09-10,25.272855758666992,25.432256171737155,24.67342004060185,24.75648687238155,251571200,1
2015-09-11,25.64104652404785,25.64104652404785,25.091002865548305,25.097737828351754,199662000,1
2015-09-14,25.88800811767578,26.242731047988062,25.78698023721725,26.173134139799274,233453600,1
2015-09-15,26.10577964782715,26.161906625643375,25.688194795845646,26.027202221456314,173364800,1
2015-09-16,26.13496971130371,26.16415512642055,25.917196738831453,26.09904761928949,148694000,0
2015-09-17,25.575946807861328,26.152932205926074,25.531045900275366,25.966591897870483,256450400,0
2015-09-18,25.470420837402344,25.661253924694364,25.115699653449386,25.192031518078707,297141200,1
2015-09-21,25.865564346313477,25.901486445530765,25.517578002660844,25.51982184921695,200888000,0
2015-09-22,25.45920181274414,25.63431773927507,25.26163372097819,25.45471069455325,201384800,1
2015-09-23,25.66575050354004,25.755554032158386,25.436753132780108,25.510839459494893,143026800,1
2015-09-24,25.81841468811035,25.93066866501518,25.227959386220473,25.425525768943455,200878000,0
2015-09-25,25.75330924987793,26.197835787877086,25.59839820115915,26.141708794904762,224607600,0
2015-09-28,25.24367332458496,25.721874620209853,25.24367332458496,25.56022862933393,208436000,0
2015-09-29,24.484840393066406,25.48390195799365,24.215431495142205,25.331236459073935,293461600,1
2015-09-30,24.763227462768555,25.041616839960714,24.410750051311314,24.734040333164888,265892000,0
2015-10-01,24.601573944091797,24.610554464850452,24.091940096408052,24.48707444549293,255716400,1
2015-10-02,24.781185150146484,24.9226262448643,24.145828998395814,24.249102442542068,232079200,1
2015-10-05,24.87099266052246,25.003453253605358,24.487084237088105,24.66893514480441,208258800,1
2015-10-06,24.98997688293457,25.086515360355172,24.644234468750543,24.837311423591746,192787200,0
2015-10-07,24.87099266052246,25.093255071382373,24.563417837630425,25.086520106335087,187062400,0
2015-10-08,24.5836181640625,24.73852918280042,24.29400273083314,24.73852918280042,247918400,1
2015-10-09,25.171836853027344,25.207757241307505,24.581379733770454,24.695879290079823,211064400,0
2015-10-12,25.05508804321289,25.31327254029787,25.019167660228614,25.308783134747262,121868800,1
2015-10-13,25.097736358642578,25.24591067021937,24.848532472352368,24.879963438834086,132197200,0
2015-10-14,24.74302101135254,25.03712587830079,24.597090501001063,24.985490008903326,177849600,1
2015-10-15,25.11345672607422,25.16733814868498,24.80588025098785,24.904664286490533,150694000,0
2015-10-16,24.929370880126953,25.144898374940354,24.814871309711616,25.09550633621765,156930400,1
2015-10-19,25.084278106689453,25.08876751276488,24.72057455161977,24.875485610552044,119036800,1
2015-10-20,25.542264938354492,25.63206844763822,24.879967268998524,24.99671063206574,195871200,0
2015-10-21,25.54002571105957,25.94863012497534,25.526554068872166,25.593907141229842,167180800,1
2015-10-22,25.930667877197266,25.930667877197266,25.616356408841117,25.66799399030679,166616400,1
2015-10-23,26.734405517578125,26.76808205066041,26.117008691554844,26.200075531916905,237467600,0
2015-10-26,25.88127326965332,26.521120512088146,25.800450279781604,26.509896143575677,265335200,0
2015-10-27,25.717384338378906,26.16415464419889,25.591658731505955,25.908215738323356,279537600,1
2015-10-28,26.777057647705078,26.78379432380087,26.0563874628032,26.251709960955072,342205600,1
2015-10-29,27.059938430786133,27.095860518973556,26.552550068725132,26.649088539654535,204909200,0
2015-10-30,26.828699111938477,27.21485304685405,26.81747302967664,27.163215466453153,197461200,1
2015-11-02,27.205867767333984,27.246279258408084,26.85339042796631,27.120555380781713,128813200,1
2015-11-03,27.517932891845703,27.72447974618764,27.098102507443866,27.11830910887912,182076000,0
2015-11-04,27.38996124267578,27.79856551401117,27.304648865270526,27.643654529359786,179544400,0
2015-11-05,27.263700485229492,27.662781423640762,27.09685397164177,27.47338664265119,158210800,1
2015-11-06,27.295265197753906,27.464366877178666,27.19606004888809,27.306539331125386,132169200,0
2015-11-09,27.184791564941406,27.46437258470477,27.06754846639277,27.272724318900785,135485600,0
2015-11-10,26.3280029296875,26.621113190364337,26.167920215690252,26.35731498786991,236511600,0
2015-11-11,26.17919921875,26.47456298485306,25.97627682516367,26.237821625828612,180872000,0
2015-11-12,26.09126091003418,26.339276351497883,26.075478156128067,26.21301432024898,130102400,0
2015-11-13,25.329181671142578,26.057447155325942,25.313398913042832,25.974023022403507,183249600,1
2015-11-16,25.744041442871094,25.75756902765635,25.027050205999664,25.112727776625192,152426800,0
2015-11-17,25.633563995361328,25.940201887265186,25.550139869410955,25.910889824535648,110467600,1
2015-11-18,26.44525146484375,26.490344563549368,26.04166186672009,26.100284271190556,186698800,1
2015-11-19,26.781198501586914,26.99990363296767,26.325752032261562,26.52416406599485,173183200,1
2015-11-20,26.898448944091797,27.038238605270756,26.796986874967477,26.875900670825235,137148400,0
2015-11-23,26.548961639404297,26.99539079582996,26.45651856936305,26.8916735932794,129930000,1
2015-11-24,26.803749084472656,26.909719769871206,26.40692495727556,26.454273231991408,171212800,0
2015-11-25,26.61209487915039,26.88265860028706,26.58729316170808,26.878148258829594,85553200,0
2015-11-27,26.562496185302734,26.697778930112786,26.51514791269584,26.670722037112466,52185600,1
2015-11-30,26.6729736328125,26.923244268894898,26.548965040090113,26.60307709864564,156721200,0
2015-12-01,26.45652961730957,26.787969297271918,26.348305468867878,26.774441708764662,139409600,0
2015-12-02,26.217527389526367,26.630135951895063,26.17243429076986,26.456523909280463,133546400,0
2015-12-03,25.974018096923828,26.332514563195442,25.753059525427997,26.278402505713586,166278000,1
2015-12-04,26.837562561035156,26.887165993654456,25.953724896773068,25.99430936708057,231108000,0
2015-12-07,26.66846466064453,27.024705981494215,26.562493988729248,26.826293943140787,128336800,0
2015-12-08,26.657194137573242,26.7406165463424,26.348301063499722,26.497109672774585,137238000,0
2015-12-09,26.068716049194336,26.535436625084365,25.94696263111112,26.524162491483757,185445600,1
2015-12-10,26.19273567199707,26.366347780913063,26.043927013118328,26.163425318631045,116850800,0
2015-12-11,25.518573760986328,26.016859893666684,25.444168600672466,25.971766795399066,187544800,0
2015-12-14,25.360755920410156,25.4058490359669,24.75424371107703,25.29311452688295,257274800,0
2015-12-15,24.912067413330078,25.432901933023523,24.880501893371907,25.238998470313724,213292400,1
2015-12-16,25.10371208190918,25.250267243532736,24.53102246234467,25.042836222258064,224954000,0
2015-12-17,24.571605682373047,25.3088883546166,24.571605682373047,25.257029741860972,179091200,0
2015-12-18,23.90647315979004,24.693359335575057,23.856869714176426,24.555824854816795,385813200,1
2015-12-21,24.199588775634766,24.20860774227873,23.802762844260442,24.188314637281817,190362400,0
2015-12-22,24.177034378051758,24.287513673273768,24.001167165819563,24.21536368371368,131157600,1
2015-12-23,24.488178253173828,24.54229030947934,24.17026626697252,24.186049021736263,130629600,0
2015-12-24,24.357412338256836,24.57611751245153,24.339374407970492,24.57611751245153,54281600,0
2015-12-28,24.084592819213867,24.28075142212427,23.94029283093204,24.258203151299597,106816800,1
2015-12-29,24.517492294311523,24.673066414898024,24.093611302224808,24.11615785240755,123724800,0
2015-12-30,24.197324752807617,24.5084712473463,24.16575924119607,24.4814160775029,100855200,0
2015-12-31,23.73286247253418,24.131941762427935,23.63365558276081,24.1274331402526,163649200,1
2016-01-04,23.753150939941406,23.75766128175527,22.997830384109424,23.13536656617872,270597600,0
2016-01-05,23.157915115356445,23.86588746445505,23.09027546402736,23.84334091401202,223164000,0
2016-01-06,22.704723358154297,23.081257824955806,22.517585430560796,22.67315784168351,273829600,0
2016-01-07,21.746482849121094,22.57620878020858,21.7419742263192,22.249279441028325,324377600,1
2016-01-08,21.861469268798828,22.346227857182512,21.8163761667038,22.219965795163166,283192000,1
2016-01-11,22.2154541015625,22.334952363018157,21.94714551589993,22.31466098436711,198957600,1
2016-01-12,22.537872314453125,22.702465377662218,22.285346512877528,22.67089986748918,196616800,0
2016-01-13,21.958423614501953,22.81520641838158,21.938132232188153,22.61904778838924,249758400,1
2016-01-14,22.438669204711914,22.655120911036093,21.58639684675493,22.086938192270384,252680400,0
2016-01-15,21.89979362487793,22.030565999647063,21.50071442899628,21.69010747919335,319335600,0
2016-01-19,21.793827056884766,22.242509734760187,21.53228227890464,22.18839767456103,212350800,1
2016-01-20,21.823135375976562,22.13879218491175,21.063304551920083,21.442092378604062,289337600,0
2016-01-21,21.71265983581543,22.06889945737359,21.406021936612106,21.884014993459072,208646000,1
2016-01-22,22.867053985595703,22.876072947450872,22.179374916002143,22.237995587774115,263202000,0
2016-01-25,22.420629501342773,22.891858708910625,22.36877089390849,22.889603538102705,207178000,1
2016-01-26,22.544645309448242,22.74531258611512,22.111745233056237,22.53111771962099,300308000,0
2016-01-27,21.06330108642578,21.78705594115318,21.0452631642678,21.654030135667668,533478800,1
2016-01-28,21.214365005493164,21.31131668772847,20.831068617227594,21.146725377076802,222715200,1
2016-01-29,21.9471435546875,21.9471435546875,21.27299197452338,21.37219884846279,257666000,0
2016-02-01,21.741971969604492,21.805103003429338,21.509739215095234,21.750990934463992,163774000,0
2016-02-02,21.30229949951172,21.654030384682486,21.257204693598187,21.51423906663697,149428800,1
2016-02-03,21.72392463684082,21.834403898214152,21.212111073988492,21.419542015397045,183857200,1
2016-02-04,21.89847755432129,22.063963707311988,21.578842285565464,21.730725723410607,185886800,0
2016-02-05,21.313623428344727,21.971031880494106,21.23881623414302,21.88035455441727,185672400,1
2016-02-08,21.538047790527344,21.69446438775061,21.091463436407842,21.111864924492025,216085600,0
2016-02-09,21.53350830078125,21.748867095584664,21.29321493579432,21.374824329473952,177324800,0
2016-02-10,21.37028694152832,21.841807441702354,21.331749657352415,21.74432966262335,169374400,0
2016-02-11,21.241069793701172,21.472296929740292,20.989441178936627,21.261473001951757,200298800,1
2016-02-12,21.30681800842285,21.422431615695398,21.084660426868574,21.352157525748236,161405600,1
2016-02-16,21.90755844116211,21.955163648578615,21.44737303994306,21.540316045986863,196231600,1
2016-02-17,22.243057250976562,22.263458735281954,21.796472979574066,21.91435225778724,179452800,0
2016-02-18,21.8214111328125,22.417611528318208,21.782872109976353,22.406276216391266,156084000,0
2016-02-19,21.771541595458984,21.934760424862233,21.717135895499908,21.7624736905448,141496800,1
2016-02-22,21.961957931518555,21.9664927478139,21.744333446534984,21.832743339511882,137123200,0
2016-02-23,21.465499877929688,21.875812491419047,21.43376308625236,21.85314360158173,127770400,1
2016-02-24,21.78514289855957,21.848616504337485,21.15493819901306,21.30455603794047,145022800,1
2016-02-25,21.934757232666016,21.934757232666016,21.59245122245748,21.7738058352963,110330800,1
2016-02-26,21.96875762939453,22.22038456002593,21.893948734855904,22.034496892385544,115964400,0
2016-02-29,21.91888427734375,22.26799071029583,21.909816375634232,21.957421562465143,140865200,1
2016-03-01,22.789382934570312,22.84378861732507,22.08436954854961,22.136509552936793,201628400,1
2016-03-02,22.839256286621094,22.870993080071727,22.587627617458562,22.784850602066513,132678400,1
2016-03-03,23.009275436401367,23.05688062631293,22.771247757318044,22.800718872162474,147822800,1
2016-03-04,23.351581573486328,23.519333443418017,22.97980622416446,23.20649859470343,184220400,0
2016-03-07,23.09315299987793,23.310777473616483,22.886862107240784,23.211032274580887,143315600,0
2016-03-08,22.902727127075195,23.06821329838776,22.759911573673495,22.84605404134868,126247600,1
2016-03-09,22.923131942749023,23.02741022024607,22.730442054163262,22.96620231484046,108806800,1
2016-03-10,22.934465408325195,23.17702616182926,22.70323996451378,22.988872819419413,134054400,1
2016-03-11,23.18156623840332,23.186099325593872,23.009279523223285,23.17703142168694,109632800,1
2016-03-14,23.240503311157227,23.328914935369426,23.0727514250246,23.10222254293723,100304400,1
2016-03-15,23.707489013671875,23.843504092887734,23.54200281878344,23.566939118417665,160270800,1
2016-03-16,24.022594451904297,24.099669039487516,23.709757825882104,23.71429264251982,153214000,0
2016-03-17,23.984058380126953,24.135941884238964,23.793635850733928,23.920583050645355,137682800,1
2016-03-18,24.011259078979492,24.1427410887273,23.845774592163977,24.106469473820678,176820800,0
2016-03-21,24.008995056152344,24.40343938307577,23.834440924044944,24.013528143565434,142010800,1
2016-03-22,24.192611694335938,24.32182628508781,23.850305707439503,23.85937361041647,129777600,0
2016-03-23,24.058862686157227,24.271954085834214,24.006724405082437,24.138206406139542,102814000,0
2016-03-24,23.95458221435547,24.08606420344629,23.777762443280135,23.909244432370954,104532000,0
2016-03-28,23.84577751159668,24.072469943939566,23.816306388495462,24.0293978283461,77645600,1
